0.05,0.2134832
0.1,0.215404
0.15,0.2217152
0.2,0.2315936
0.25,0.2340632
0.3,0.235984
0.35,0.24696
0.4,0.2568384
0.45,0.2628752
0.5,0.268912
0.55,0.275772
0.6,0.2776928
0.65,0.2848272
0.7,0.2944312
0.75,0.300468
0.8,0.3078768
0.85,0.3139136
0.9,0.3199504
0.95,0.326536
1,0.3331216
1.05,0.3397072
1.1,0.3460184
1.15,0.3523296
1.2,0.3583664
1.25,0.364952
1.3,0.3715376
1.35,0.3781232
1.4,0.38416
1.45,0.39102
1.5,0.3970568
1.55,0.4030936
1.6,0.410228
1.65,0.4162648
1.7,0.422576
1.75,0.4291616
1.8,0.4351984
1.85,0.4412352
1.9,0.4478208
1.95,0.4535832
2,0.4557784
2.05,0.4667544
2.1,0.4722424
2.15,0.4793768
2.2,0.4854136
2.25,0.4917248
2.3,0.4977616
2.35,0.5040728
2.4,0.510384
2.45,0.5164208
2.5,0.522732
2.55,0.5293176
2.6,0.5353544
2.65,0.5408424
2.7,0.5479768
2.75,0.5504464
2.8,0.5603248
2.85,0.566636
2.9,0.5729472
2.95,0.5798072
3,0.585844
3.05,0.5921552
3.1,0.5984664
3.15,0.605052
3.2,0.6113632
3.25,0.6179488
3.3,0.6239856
3.35,0.6302968
3.4,0.6368824
3.45,0.6431936
3.5,0.6497792
3.55,0.6563648
3.6,0.6624016
3.65,0.6689872
3.7,0.6758472
3.75,0.6816096
3.8,0.6870976
3.85,0.6829816
3.9,0.6925856
3.95,0.7005432
4,0.7032872
4.05,0.7164584
4.1,0.712068
4.15,0.721672
4.2,0.7323736
4.25,0.7310016
4.3,0.7348432
4.35,0.73402
4.4,0.7375872
4.45,0.7576184
4.5,0.7556976
4.55,0.7589904
4.6,0.7718872
4.65,0.7658504
4.7,0.7685944
4.75,0.7814912
4.8,0.7839608
4.85,0.790272
4.9,0.7935648
4.95,0.7993272
5,0.8127728
5.05,0.8155168
5.1,0.8179864
5.15,0.8278648
5.2,0.8303344
5.25,0.8366456
5.3,0.8402128
5.35,0.856128
5.4,0.8522864
5.45,0.8583232
5.5,0.8640856
5.55,0.8703968
5.6,0.8736896
5.65,0.87808
5.7,0.88494
5.75,0.8874096
5.8,0.8942696
5.85,0.8994832
5.9,0.9066176
5.95,0.9126544
6,0.9181424
6.05,0.9214352
6.1,0.930216
6.15,0.9362528
6.2,0.9422896
6.25,0.9337832
6.3,0.950796
6.35,0.9524424
6.4,0.9582048
6.45,0.9669856
6.5,0.9730224
6.55,0.982352
6.6,0.9856448
6.65,0.9936024
6.7,0.986468
6.75,1.005676
6.8,0.997444
6.85,1.0100664
6.9,1.02214
6.95,1.0273536
7,1.0232376
7.05,1.0240608
7.1,1.04272
7.15,1.0490312
7.2,1.053696
7.25,1.0561656
7.3,1.0611048
7.35,1.0525984
7.4,1.067416
7.45,1.07702
7.5,1.0808616
7.55,1.0858008
7.6,1.0940328
7.65,1.096228
7.7,1.0970512
7.75,1.1083016
7.8,1.103088
7.85,1.1146128
7.9,1.1121432
7.95,1.1170824
8,1.1324488
