3.99
3.90
3.86
4.02
3.90
3.96
3.86
4.09
4.07
4.02
3.99
3.91
3.95
3.97
3.90
3.93
3.88
4.04
3.97
3.90
3.84
4.11
3.81
4.04
3.97
4.07
3.92
3.87
4.00
3.85
