54.4
63.7
65.1
49.0
58.1
64.0
67.1
72.2
47.7
48.1
60.9
43.6
72.6
61.1
64.9
58.6
64.5
59.4
69.1
64.2
69.1
58.3
67.7
68.4
56.8
57.7
63.7
67.2
70.8
57.6
